Setup title	IV_measR
test date	24.10.2024
test time	11:31:14
Device ID	_ID161ZR15000
Count	72
Pulse amplitude	-0.280000
Pulse width	0.000200000
Measurement parameters
groundSMU,sweepSMU,IntegrationMode,IntegrationFactor,MeasRange,startVolage,endVoltage,groundVoltage,nPoints,compliance,measName,
SMU2,SMU3,PLC,4,0.000000,-0.100000,0.100000,0.000000,4,0.100000,2em4s,
Measurement Data
Index, Bias, SMU3 I (nA), SMU3 R (Mohm)
 0, -0.100000, -1.230170000000, 81.289578
 1, -0.033325, -0.300950000000, 110.732680
 2, 0.033325, 0.284850000000, 116.991399
 3, 0.100000, 1.001500000000, 99.850225
