size,voltage,n,A,omega,log_tlorentz,r2_score
0,-3.00,1.509999941693885,0.5241709573383591,4.353951954366559e-06,-6.801270075885595,0.9956456780228734
0,-2.50,1.5099999999999998,0.5211277501339427,0.08195310505361818,-6.701827387778102,0.9990875172011122
0,-2.25,1.5099999999999996,0.5165967542100195,-0.09458563867761773,-6.497946707441342,0.9990779772791375
0,-2.00,1.5099999999999998,0.521829318392554,-0.17710218304378508,-6.256382324260987,0.9971476836908925
0,-1.75,1.5099999999999998,0.5176506069877492,0.2781798126056474,-5.934515765611441,0.9977390018386985
0,-1.50,1.509999999999872,0.5084638756848179,0.41763069430951083,-5.280277112813403,0.9969314471305329
0,-1.25,1.4900000000000138,0.48719542865606724,-0.7724583028489792,-4.110532925083935,0.9984060901842473
0,-1.00,1.4900000000000104,0.40125609248005867,0.8829967962365769,-2.754844542309596,0.9897335691239071
0,1.25,1.4900000000000126,0.496326254780606,0.6360747187884583,-3.9132448332617042,0.9896949202752119
0,1.50,1.5099999999999996,0.5068140238586786,-0.3687068358211665,-5.442248304632306,0.9958579702568123
0,1.75,1.5099999999999998,0.5192240455720061,0.17846609732364263,-5.8804102601836545,0.9982917752831891
0,2.00,1.5099999999999998,0.5270026669038336,-0.08724469471431281,-5.87372665145653,0.9956174821455923
0,2.50,1.509999960171156,0.5288113213146867,4.436819701823504e-06,-6.537447285628631,0.9995853713263578
0,2.75,1.5099999999999998,0.5285434737812208,-0.04608892913728733,-6.668875908513699,0.9982795811348742
0,3.00,1.5099999404683964,0.5299188270424131,6.467114262467893e-06,-6.79533462176492,0.9964686380042086
0,-3.00,1.7599999999999998,0.5240847229904275,0.04941503011502321,-6.818103824917679,0.9971423325193646
0,-2.50,1.7599999999999998,0.5223395219782558,0.11449583970143568,-6.717685281796453,0.9993491140130462
0,-2.25,1.7599999999999976,0.5178603331191286,-0.12794657019682712,-6.512327314936517,0.9995097781716507
0,-2.00,1.7599999999999998,0.5227748542398235,-0.20724464264053724,-6.270079636024356,0.9975123007845687
0,-1.75,1.7599999999999998,0.5184069944820129,0.29850080562954384,-5.953100130289815,0.9980801468498816
0,-1.50,1.759999999997407,0.5094376841589575,-0.43862491896952666,-5.297773702961948,0.9970283928154621
0,-1.25,1.7400000000000613,0.4878934416061425,0.7895868903858111,-4.130012091497729,0.998366282457717
0,-1.00,1.7400000000000002,0.40136745988866174,0.8974092331239212,-2.7785603600797857,0.9892950574756912
0,1.25,1.7400000000000002,0.49717822951719715,-0.6556715170861623,-3.9325966693185492,0.9893536341453275
0,1.50,1.7599999999976872,0.507763154972289,0.39116557031442245,-5.460868869968672,0.9960046645191247
0,1.75,1.7599999999999998,0.519964452647608,0.20217683535117337,-5.898338400122963,0.998671414876618
