epoch,step,train_loss
0,49,2.725175619125366
0,99,2.472095251083374
0,149,4.201345920562744
0,199,3.022047519683838
0,249,2.1807782649993896
0,299,3.0163159370422363
0,349,2.0117058753967285
0,399,2.003528118133545
0,449,1.39162015914917
0,499,2.5175886154174805
0,549,2.793726921081543
0,599,2.801238536834717
0,649,3.7234625816345215
0,699,2.859367847442627
0,749,2.2281737327575684
0,799,1.5892431735992432
0,849,1.7855886220932007
0,899,2.532919406890869
0,949,2.798992156982422
0,999,2.4863109588623047
0,1049,2.2867913246154785
0,1099,1.4944897890090942
0,1149,3.706869602203369
0,1199,1.602739930152893
0,1249,2.464168071746826
0,1299,1.3771541118621826
0,1349,4.184082508087158
0,1399,2.3568427562713623
0,1449,2.084622859954834
0,1499,0.8576472997665405
0,1549,1.5073837041854858
0,1599,1.1154813766479492
0,1649,1.7905771732330322
0,1699,2.5040924549102783
0,1749,2.8453948497772217
0,1799,0.5912699103355408
0,1849,2.9900641441345215
0,1899,1.3466628789901733
0,1949,2.69008207321167
0,1999,2.458876848220825
0,2049,0.8617490530014038
0,2099,1.32650887966156
0,2149,1.6540584564208984
0,2199,2.2786407470703125
0,2249,1.6347681283950806
0,2299,1.0795459747314453
0,2349,1.964438796043396
0,2399,1.7724376916885376
0,2449,1.5450037717819214
0,2499,0.5341258645057678
0,2549,2.2194337844848633
0,2599,1.5734598636627197
0,2649,2.311440944671631
0,2699,0.6754951477050781
0,2749,2.190991163253784
0,2799,1.7718124389648438
0,2849,3.2705142498016357
0,2899,2.258330821990967
0,2949,2.323899507522583
0,2999,4.33773136138916
0,3049,1.0483983755111694
0,3099,0.5396214723587036
0,3149,1.450223684310913
0,3199,2.4300708770751953
0,3249,2.232001781463623
0,3299,0.7563490271568298
0,3349,1.382405400276184
0,3399,1.6668426990509033
0,3449,0.5836368799209595
0,3499,1.5603801012039185
0,3549,1.0167795419692993
0,3599,1.818694829940796
0,3649,0.7941874265670776
0,3699,2.4638164043426514
0,3749,1.5364586114883423
0,3799,0.8535798192024231
0,3849,1.953579306602478
0,3899,0.8659064173698425
0,3949,2.538546323776245
0,3999,1.5523871183395386
0,4049,4.287459373474121
0,4099,3.0384883880615234
0,4149,1.2076479196548462
0,4199,1.1160008907318115
0,4249,2.6642704010009766
0,4299,0.4527748227119446
0,4349,1.2522412538528442
0,4399,1.0644606351852417
0,4449,2.1861660480499268
0,4499,1.107824683189392
0,4549,1.1224617958068848
0,4599,1.2198418378829956
0,4649,2.201967239379883
0,4699,0.8674456477165222
0,4749,1.3659979104995728
0,4799,1.4639476537704468
0,4849,2.563934803009033
0,4899,1.8100879192352295
0,4949,1.9741131067276
0,4999,0.32312241196632385
0,5049,1.4494003057479858
0,5099,0.8736364245414734
0,5149,0.21122530102729797
0,5199,1.163378357887268
0,5249,1.8067474365234375
0,5299,1.697778344154358
0,5349,1.785623550415039
0,5399,0.8290839195251465
0,5449,0.36509615182876587
0,5499,2.0735089778900146
0,5549,1.018096685409546
0,5599,1.3805480003356934
0,5649,0.8545824289321899
0,5699,1.7926969528198242
0,5749,1.9638900756835938
0,5799,1.3803735971450806
0,5849,1.8633943796157837
0,5899,1.28249192237854
0,5949,0.7212389707565308
0,5999,1.495729684829712
0,6049,0.6847084760665894
0,6099,2.031733751296997
0,6149,1.4862273931503296
0,6199,2.1530182361602783
0,6249,1.3350203037261963
0,6299,1.4900341033935547
0,6349,0.7585350275039673
0,6399,0.8497037887573242
0,6449,1.1291366815567017
0,6499,2.1720690727233887
0,6549,1.1914100646972656
0,6599,0.9369673728942871
0,6649,0.8840399980545044
0,6699,0.38677531480789185
0,6749,1.8646743297576904
0,6799,0.7930747270584106
0,6849,0.8291566967964172
0,6899,2.4480717182159424
0,6949,0.7283121347427368
0,6999,2.2771739959716797
0,7049,0.8923207521438599
0,7099,0.942274272441864
0,7149,1.0336145162582397
0,7199,1.1033247709274292
0,7249,1.2260704040527344
0,7299,0.9360941052436829
0,7349,1.0537757873535156
0,7399,0.9397307634353638
0,7449,1.5586683750152588
0,7499,1.4526681900024414
0,7549,1.449912667274475
0,7599,2.9656224250793457
0,7649,2.0947344303131104
0,7699,0.9600003361701965
0,7749,2.223468780517578
0,7799,1.2930200099945068
0,7849,1.6680492162704468
0,7899,1.2727224826812744
0,7949,0.9051515460014343
0,7999,1.3841991424560547
0,8049,1.6154083013534546
0,8099,1.8884811401367188
0,8149,0.5588237047195435
0,8199,0.8712974786758423
0,8249,0.34726086258888245
0,8299,2.001801013946533
0,8349,1.3432694673538208
0,8399,0.5432211756706238
0,8449,1.6595255136489868
0,8499,1.0929607152938843
0,8549,1.1203365325927734
0,8599,1.0281486511230469
0,8649,0.8929052352905273
0,8699,1.9634332656860352
0,8749,0.5581887364387512
0,8799,1.1265335083007812
0,8849,1.3459908962249756
0,8899,1.0781234502792358
0,8949,0.5700032114982605
0,8999,0.9879885911941528
0,9049,1.5356308221817017
0,9099,0.9771270751953125
