size,n,t0,V0,n_tau,r2_score
600,1.5,4.2272159854640183e-07,7.000009999999937,1.5099999999772242,0.2692991449383878
600,1.75,1.0418261250967813e-06,6.999990000000001,1.7400000000001472,0.8297280540079331
600,2.0,3.063912183234561e-08,7.000000000040492,2.0000000297239544,0.3696628385984245
600,2.25,4.353356749625862e-08,6.999999999999998,2.2499999999918843,0.16513147295811503
600,2.5,8.909979108189414e-08,6.999999999999996,2.4999999999852047,-0.8203399464000696
30000,1.5,3.104766613092307e-05,6.9999900000008415,1.4900000000069793,-3.1842998700076306
30000,1.75,1.0132283875193445e-05,6.999990000000001,1.7400000000000002,-12.274372368954987
30000,2.0,2.1340204393784462e-06,6.999990000000001,1.9900000000000002,-34.57214434613241
30000,2.25,2.738590455159599e-07,6.999990000000001,2.2400000000000007,-85.31635712854319
30000,2.5,1.1886641923572274e-07,6.999999999999995,2.499999999980442,-214.8708620007506
20000,1.5,2.0911954761646283e-05,6.99999000000031,1.4900000000287483,-0.5395242874115391
20000,1.75,6.404177789427851e-06,6.999990000000002,1.7400000000945366,-4.4850028287896855
20000,2.0,1.3509429973300465e-06,6.999990000000001,1.9900000000000002,-14.540536507227582
20000,2.25,1.73458243576863e-07,6.999990000000009,2.2400000000015208,-37.81034756803621
20000,2.5,5.460311445664017e-08,6.999999999999994,2.4999999999774905,-96.33022340660204
1000,1.5,7.181226797273853e-06,6.999990000059757,1.4900000002034821,0.9119617566230133
1000,1.75,2.1928188225569706e-06,6.999990000000001,1.740000000000001,0.07771012242339947
1000,2.0,4.626839366379154e-07,6.999990000000035,1.990000000009923,-2.7101460652306786
1000,2.25,5.9426365133856815e-08,6.999990000000149,2.240000000035588,-9.982980337600853
1000,2.5,1.330257928642615e-07,6.999999999999996,2.4999999999815867,-35.36998845349446
500,1.5,5.224496129648549e-05,6.999990000001131,1.4900000000208935,-0.115675489523686
500,1.75,1.4546888044678156e-05,6.999990000000112,1.740000000003578,-0.2335560637110634
500,2.0,0.00011007541496929412,6.999990000000127,1.9900000000014648,-0.2958275644821968
500,2.25,2.9616080348007e-07,6.999990000000001,2.2400000000000007,-0.9730516919194518
500,2.5,9.208594022705896e-07,6.999990000000001,2.4900000000000113,-0.864690185495091
10000,1.5,1.1746498982540475e-05,6.999990000000309,1.49000000002693,0.3886723745022983
10000,1.75,3.594236761847825e-06,6.999990000000001,1.7400000000000002,-1.938628922714524
10000,2.0,8.947385284711121e-07,6.999990000000001,1.9900000000000002,-7.837939085447003
10000,2.25,1.1479986016003723e-07,6.99999000000003,2.2400000000057774,-22.296903000603347
10000,2.5,3.148079676278518e-08,6.999999999999994,2.499999999979249,-58.99906136763783
5000,1.5,9.34946190414665e-06,6.999990000000001,1.4900000000000002,0.7011929716374412
5000,1.75,2.8482549443416613e-06,6.999990000000001,1.7400000000000002,-0.7890678082734326
5000,2.0,5.998939146920825e-07,6.999990000000001,1.9900000000000002,-5.11327549833806
5000,2.25,7.042223741818503e-08,6.999999999992337,2.2499999638569386,-16.402912520478647
5000,2.5,1.0053864515700799e-07,6.999999999999995,2.4999999999805604,-48.787757699292754
800,1.5,1.424700165053588e-05,6.999990000022926,1.490000000305008,0.5461577610919852
800,1.75,4.646494741806962e-06,6.999990000000001,1.7400000000000002,-0.22416752453535138
800,2.0,2.4387887415934296e-06,6.999990000000001,1.9900000000000002,-0.19794165056296076
800,2.25,6.572004621678772e-07,6.999990000000001,2.240000000000003,-2.2934307032247987
800,2.5,1.5097725786979023e-07,6.999990000000137,2.490000000046911,-5.9940385159543155
