size,voltage,n,A,omega,log_tlorentz
600,1.75,2.5099999997900375,0.5450156004606805,0.31210040409227174,-4.644820322455069
600,2.00,2.5099999998909035,0.9089325619203674,0.825965430313111,-4.5346084531440916
600,2.25,2.5099999999997884,0.5325875960981701,0.7321603167429709,-6.604295437468506
600,2.50,2.4900000000000055,0.4560948662095616,0.40222620233442796,-7.4539843290382395
600,2.75,2.4900000000006175,0.4918558963126556,0.4570233541362772,-8.062380431997699
600,3.00,2.5099999999999993,0.4516959714238835,0.2434410786767699,-8.666278795323173
600,3.25,2.5091080329995994,0.409090655865037,0.23819720513386586,-9.03403914939434
600,3.75,2.5099169854526093,0.617247715595879,7.657669187769633,-12.167128213211818
600,4.25,2.4974439294762485,0.4935939374033512,3.0465907587062957,-30.848214636828448
600,5.00,2.490029477011007,0.4760361610584887,0.8254657496609922,-11.205987565637502
30000,1.25,1.5099980589277175,0.014486395758768684,0.5072838089721423,-4.590182500030034
30000,1.50,1.5099999999999998,1.7088710408021721,-0.00038274555053750966,-3.2872486054531507
30000,1.75,1.5099999999999998,0.21646902626190362,0.17205995127424945,-4.994534486785312
30000,2.00,1.5099999907151602,0.3437348964874069,0.0391766282623393,-5.490314681502345
30000,2.25,1.5099999999999998,0.45158230977284153,0.03525563360960352,-5.799770488746153
30000,2.50,1.5099999999999998,0.49905648057314267,-0.06281802406095419,-6.016699783661296
30000,2.75,1.5099999280491818,0.5104060785972754,3.881873136560678e-06,-6.232490290808193
30000,3.00,1.509999954527676,0.5191856764646515,-3.926205082737217e-06,-6.380578695384007
30000,3.50,1.4900000000000002,0.5244326738089357,0.05994324695316876,-6.638819432562844
30000,3.75,1.4900000000000027,0.5270018653238874,0.1009972207682875,-6.736609504579986
30000,4.00,1.4900000000000018,0.5305248091222128,0.1376398539307222,-6.837922349071181
30000,4.25,1.4900000000000002,0.542870234360146,0.18425455954344197,-6.94682540653931
30000,4.50,1.4900000000000093,0.5520465540418601,0.23574440572682093,-7.0105562799008885
30000,4.75,1.4900000000000002,0.5514498317162875,0.2452326630932184,-7.097322083896771
30000,5.00,1.5099999999281333,0.6033229025378819,0.6539290158002412,-7.299553706858911
30000,1.00,1.7597836339241106,0.001969340553871963,-1.5456056289880583e-05,-6.983848286595908
30000,1.25,1.7599968282885858,0.013604494000592616,0.4877213609152264,-4.69487000867161
30000,1.50,1.7599999999999998,1.548430180100948,-0.0004660329442349137,-3.5664229375756205
30000,1.75,1.7599999999999998,0.2135668034378041,0.21468687622973445,-5.014805984018916
30000,2.00,1.7599999999999993,0.3431806438242259,-0.07033548120004678,-5.506306400011051
30000,2.25,1.7599999999999998,0.4529209341056224,0.07272983489884013,-5.814427518020145
30000,2.50,1.7472878772807072,0.5017724791560294,-0.10174629867205762,-6.025113021851898
30000,2.75,1.7400000000000022,0.5101345698676474,0.05305635071428457,-6.239788668879492
30000,3.00,1.7400000000011804,0.5203622151547966,0.0639934790359867,-6.390901915829
30000,3.25,1.7400000000000004,0.5240453239101633,0.07839661462669209,-6.518543474258752
30000,3.50,1.7400000000000033,0.5281008125359543,0.11150052144451986,-6.648742346457353
30000,3.75,1.7400000000000018,0.5307382845126757,0.14191000634235892,-6.747758087732194
30000,4.00,1.7400000000002465,0.5340552269649563,0.17297260270884188,-6.8490432929228415
30000,4.25,1.7400000000000002,0.549801922565168,0.2226221477888655,-6.952074238240346
30000,4.50,1.7400000000000875,0.5581692589358842,0.27113878922884976,-7.01638656360531
30000,4.75,1.74000000000001,0.55744176540602,0.28178603856598156,-7.103100239175861
30000,5.00,1.759999999145647,0.6071014923939687,0.6829754254472464,-7.309793497411055
30000,1.00,2.0097117245587275,0.0019853518229343533,2.2871251719476845e-05,-6.958188294910743
30000,1.25,2.0099912329182024,0.012876800548968132,0.47223955271948487,-4.774153433363827
30000,1.50,2.0099999999999993,1.3302255442969433,-0.0003414392338765322,-3.785226866279767
30000,1.75,2.0099999999999993,0.2051649102026229,0.23395303100567938,-5.050022020474947
30000,2.00,1.9900000000000002,0.34461426164003855,-0.09161293603133201,-5.51553770020705
30000,2.25,2.0099999999999927,0.45551924181942155,-0.09781550878791004,-5.824647255986497
30000,2.50,1.9900000000000024,0.5054216959142019,-0.1299059362474776,-6.031180177244245
30000,2.75,1.9900000001621845,0.5122897802250894,0.08939075371666608,-6.2473452561434
30000,3.00,1.99000000000149,0.5227098882913661,0.09595937277512073,-6.399200066341412
30000,3.25,1.9900000000002656,0.5267590134582373,0.10876378196545451,-6.527242600608233
30000,3.50,1.990000000000013,0.531113574559485,-0.14210000595983807,-6.657040815715908
30000,3.75,1.990000000000017,0.5337924844018108,0.16866490900180736,-6.756819453514611
30000,4.00,1.9900000000000002,0.5370362165968238,0.19763078992778196,-6.857905481080221
30000,4.25,1.990000000000002,0.554285142963086,0.24752338442785468,-6.958083560725464
30000,4.50,1.9900000000001288,0.5622943013428753,0.2949197024770473,-7.0223826516991
30000,4.75,1.9900000000000002,0.5614810099205928,0.3063905387139896,-7.109013980420421
30000,5.00,2.009999999158815,0.6095900821060872,0.7022784727721478,-7.318859802435811
30000,1.25,2.259999513080802,0.012263379396144972,0.45890232759145716,-4.837210234594656
30000,1.50,2.2599999999999993,1.1687988634115913,0.0003502151736571351,-3.9496201237747437
30000,1.75,2.2599999999999993,0.19893427151324328,0.24593975228847104,-5.077731557687122
30000,2.00,2.2400000000000007,0.3469171065929613,0.11097781238350607,-5.522568254719755
30000,2.25,2.2400000000000024,0.45820254761184304,-0.11627256477715943,-5.831734336560111
30000,2.50,2.2400000000000007,0.5086671382811725,-0.15089686990618703,-6.036456460656229
30000,2.75,2.240000000001218,0.5143516807191109,0.11156511582518946,-6.252990029437626
30000,3.00,2.2400000000000113,0.5246769796586812,0.11616763652763991,-6.405574073543432
30000,3.25,2.2400000000000038,0.5290079168785121,0.12930414545003577,-6.5344949610086145
30000,3.50,2.2400000000000007,0.5338232930717874,-0.1640051900450267,-6.663528894017036
30000,3.75,2.2400000000000007,0.5364862931272821,0.1887546750514545,-6.763957663494615
30000,4.00,2.2400000000000007,0.5394002032982417,0.2154975478901765,-6.865406696472907
30000,4.25,2.240000000000012,0.5574626671292827,0.2651931291503941,-6.963795814110082
30000,4.50,2.2400000000000904,0.5652052460919526,0.3117060255438772,-7.028043893928775
30000,4.75,2.2400000000000007,0.5643276208495577,0.3237579650413365,-7.114593541020742
30000,5.00,2.259999999767217,0.6113123247527694,0.7157427409809828,-7.326740359010834
30000,1.25,2.5099970529351134,0.011739689277609724,0.44643534364444176,-4.889173104915684
30000,1.50,2.5099999999999993,1.0073458687483134,-0.0002861721560233751,-4.0834205769721725
30000,1.75,2.5099999999999993,0.19502211715624138,0.2554379249293747,-5.0972470487926
30000,2.00,2.4900000000000007,0.34889301525858424,0.12610429471944565,-5.528711842181105
30000,2.25,2.4900000000000007,0.460680078272311,-0.13190432779565306,-5.838391877634896
30000,2.50,2.490000000000001,0.5112226040312381,0.16673681203854243,-6.041191726300606
30000,2.75,2.490000000000041,0.5162784631558773,-0.1272463430468529,-6.257500297998411
30000,3.00,2.4900000000000007,0.5264443573827784,0.13094548028206646,-6.410800313401822
30000,3.25,2.4900000000000393,0.5309926622847698,-0.14476713159319282,-6.540540179006473
30000,3.50,2.4900000000000007,0.536101735865934,-0.18003051016803384,-6.668911764016471
30000,3.75,2.4900000000000024,0.5386806872088233,0.2039464125677975,-6.770052801525113
30000,4.00,2.4900000000000007,0.5411803182978348,0.22857543563161084,-6.8720145788311315
30000,4.25,2.490000000000051,0.559815609311496,0.2782836378798476,-6.969007996765788
30000,4.50,2.490000000000031,0.5673364631632577,0.32401092792478103,-7.033221325651711
30000,4.75,2.4900000000000007,0.5664066296277519,0.3364727422104687,-7.119697526444613
30000,5.00,2.5099999999999048,0.6125520915156735,0.7254990197160037,-7.333567619651991
20000,1.25,1.5057745097530173,0.045040553773996704,1.6204058534778438,-2.4580013156347813
20000,1.50,1.508253522923257,0.015055339923134563,0.4369197478503019,-5.410416733784599
20000,1.75,1.5099956425133856,0.17549632605510343,2.721297810170885e-06,-5.264507399378682
20000,2.00,1.5099999999999998,0.4308599838141803,0.24872379537859085,-5.498925408759007
20000,2.25,1.5099999999999998,0.47242832243967203,-0.15549003506092418,-6.028294511654058
20000,2.50,1.5099999999999958,0.4955338848555471,0.13580899029481008,-6.380103625920429
20000,2.75,1.5099999999999991,0.5107491745051609,-0.1584721413271267,-6.575969561856018
20000,3.00,1.5099999999985396,0.5389063951724653,0.31729677852157834,-6.81558056822161
20000,3.25,1.4900000000000002,0.5261267901579729,0.25574146796921954,-7.011789476483816
20000,3.50,1.4900000000000002,0.5290913059914061,0.31315765141578517,-7.241207245517662
20000,3.75,1.4900000000000002,0.5198720388717171,0.29153322048378444,-7.421790747815647
20000,4.00,1.4900000000000002,0.5154602524141793,-0.2480844213246411,-7.63369558981954
20000,4.25,1.5099999999999998,0.5062048092935084,0.1604344297819834,-7.793094815268007
20000,4.50,1.5099999999999998,0.5077817206712494,0.1590793847363003,-7.960312390011422
20000,4.75,1.5099999999999185,0.5066506611187802,-0.1391900391961312,-8.006656594998782
20000,5.00,1.5099999999999307,0.5100220037037035,-0.17731504515843793,-8.047760397075717
20000,1.25,1.7577151003794051,0.04429241525415852,1.6271465239899303,-2.5278167251902586
20000,1.50,1.7400000000000244,0.014864977038723545,0.45787591546180373,-5.443632821404968
20000,1.75,1.7599999999999998,0.18472552606793952,0.09350600604768672,-5.247658329365154
20000,2.00,1.7599999999999998,0.4363622272600273,0.2869186549367555,-5.5052764845204285
20000,2.25,1.7599999999999996,0.47892935779387186,0.194483594969434,-6.033611072553384
20000,2.50,1.7599999999999774,0.5015255051754797,0.17970131611739484,-6.386111943207894
20000,2.75,1.7599999999999973,0.5150439988488925,-0.1935308505358193,-6.586479127733722
20000,3.00,1.7599999999966014,0.5425257301225669,0.34628072514166985,-6.826152074199537
20000,3.25,1.7400000000000002,0.5303689509854237,0.2901545206172658,-7.020565849519813
20000,3.50,1.7400000000000002,0.532999726682525,0.34863373789076324,-7.251092632507597
20000,3.75,1.7400000000000002,0.5231679999970424,0.3263320029473191,-7.435172284166223
20000,4.00,1.740000000000008,0.517803263342679,-0.2802139619505514,-7.651258661787083
20000,4.25,1.7599999999999998,0.508051976520879,0.1870125722549633,-7.810664065526165
20000,4.50,1.7599999999986098,0.5091639528724206,0.18319209189327765,-7.976763663206561
20000,4.75,1.7599999999999998,0.5076708664869182,0.16327443212318357,-8.023305374254795
20000,5.00,1.759999999999737,0.5121338194506005,0.20420975336012526,-8.060064460329947
20000,1.25,1.9938264775071823,0.04378615751545481,1.6324342227935817,-2.5741613711336413
20000,1.50,1.9900000000035285,0.014708931813217283,0.47360715935649905,-5.472106244466089
20000,1.75,2.009999999999996,0.18615405977742572,0.12133280241759357,-5.252020612537769
20000,2.00,2.009999999999979,0.4384711002173118,0.30926447326975,-5.51531400875743
20000,2.25,2.009999999999998,0.48260212113520207,0.21799931800382732,-6.0405585896523295
20000,2.50,2.009999999999856,0.5053745033711398,-0.20585710267838148,-6.3920188303181185
20000,2.75,2.0099999999999993,0.5180571325374194,-0.2164033643259804,-6.59563900588025
20000,3.00,2.00999999999856,0.544950418355981,0.3657843721418706,-6.835468563850567
20000,3.25,1.9900000000000002,0.5332648400140642,0.31333007274617813,-7.0284178940355
20000,3.50,1.9900000000000002,0.5356466777428103,0.37259939912282924,-7.259707610893972
20000,3.75,1.9900000000000289,0.5254018199915185,0.3498354124857009,-7.446437210557692
20000,4.00,1.9900000000000002,0.5196650988908933,-0.3030640225401505,-7.664899410673176
20000,4.25,2.0099999999999993,0.5097947215270331,0.20673701567953914,-7.823796176085531
20000,4.50,2.0099999999999993,0.5103060466142656,0.20012675761818804,-7.989626082126433
20000,4.75,2.0099999999999767,0.5085093787923414,0.17957949996587255,-8.03614372918576
20000,5.00,2.0099999999999985,0.5140363026819171,0.22438458695919353,-8.069475748416094
20000,1.25,2.256370788197494,0.043407552825620616,1.6365747959211254,-2.610789068383655
20000,1.50,2.2400000000000007,0.014536807552471994,0.4831662727325495,-5.499682079174415
20000,1.75,2.2400000001055638,0.18716280926414539,-0.13926911977550646,-5.2557094779965805
20000,2.00,2.2599999999998075,0.43930368540613157,0.3236184005673431,-5.525356367332464
20000,2.25,2.2599999999999993,0.4849080862459586,0.23366912345792398,-6.047387272943557
20000,2.50,2.2599999999999993,0.5079076189978838,-0.22314629227416977,-6.397716806464804
20000,2.75,2.2599999999999993,0.5202361664127594,-0.23263768651060418,-6.60361377036136
20000,3.00,2.2599999999999993,0.5466511153499487,0.3795491595273068,-6.843568239416424
20000,3.25,2.2400000000000007,0.5353282166232667,0.3297742562295312,-7.035314760511005
20000,3.50,2.2400000000000007,0.5375211541843352,0.38956300151995654,-7.267135079928725
20000,3.75,2.2400000000000007,0.5269750270011607,0.36647655808214463,-7.455922872925676
20000,4.00,2.2400000000000007,0.521078774106771,-0.3197202833354531,-7.675923509731093
20000,4.25,2.2599999999999993,0.5113360913717939,0.22199872409953672,-7.834039126691528
20000,4.50,2.2599999999999034,0.5112656832824729,0.2126554412796568,-7.999878952010427
20000,4.75,2.2599999999999993,0.5092199049759105,0.19135063474955083,-8.046202850393241
20000,5.00,2.2599999999999993,0.5157047758533434,0.24010318328085026,-8.076966797413338
20000,1.25,2.5086726874050678,0.04320256765129349,1.6384572222758775,-2.635306889388075
20000,1.50,2.4900000000000007,0.014340301977562593,0.4878808257910097,-5.527938462131669
20000,1.75,2.490000000000003,0.18828208771718546,-0.15447171377145485,-5.258718112443786
20000,2.00,2.5099999999998603,0.439790234720793,0.3339092819232323,-5.534063561348686
20000,2.25,2.5099999999999936,0.48646805452014535,0.24478969444905666,-6.053629484297545
20000,2.50,2.509999999999744,0.5097911810381296,-0.2359237921289653,-6.402886612737963
20000,2.75,2.5099999999999993,0.521808196672176,0.24443589832100265,-6.610619128031154
20000,3.00,2.5099999999999993,0.5478881752257792,0.38962813317351963,-6.850599518502326
20000,3.25,2.4900000000000007,0.536851499764484,0.3418890825796492,-7.041349459135067
20000,3.50,2.4900000000000007,0.538896258991834,0.4020004806779502,-7.273544554309889
20000,3.75,2.490000000000167,0.5281242308020605,0.37869888585115624,-7.4639489620277235
20000,4.00,2.4900000000000007,0.5221534115732372,-0.3321952235833577,-7.685034154795677
20000,4.25,2.5099999999999993,0.5126364093135215,0.23399034462074778,-7.842366463327918
20000,4.50,2.509999999999997,0.512065664644482,0.22220443587416697,-8.008242341315052
20000,4.75,2.509999999999986,0.5098435166411447,0.20033725083100246,-8.054249151557215
20000,5.00,2.5099999999996796,0.5171023856083758,0.2524075310066048,-8.08318968845505
1000,1.00,1.4999999999751863,1.202711541470336e-10,0.09999999921301053,-7.000000000126225
1000,1.50,1.509999979466252,1.5786381508665157,1.331493189559269,4.063243171713722
1000,1.75,1.5099999999999998,0.27610280389115216,0.29316515801477744,-4.917693439339474
1000,2.00,1.4900000000000002,0.4031767159473769,0.3414625117524939,-5.757829245693487
1000,2.25,1.490000000000011,0.4781358888036786,0.36994321028152993,-6.51628807379858
1000,2.50,1.5099999999960145,0.4831097159774493,-0.2552432720615263,-7.330839659152341
1000,2.75,1.5099999999999998,0.49876796955263497,0.27176512681629,-8.002574159459023
1000,3.00,1.5099999999999996,0.508428561668758,0.2534181437547659,-8.313204379027894
1000,3.25,1.5099999999999998,0.49969517858060053,-0.17170457585373913,-8.574483273677657
1000,3.50,1.5099999999999998,0.5092503630330778,-0.1645161507050681,-8.791232138502782
1000,3.75,1.5099999999999998,0.5056912215002585,-0.14885115156488132,-8.914416188404168
1000,4.00,1.5099999999999998,0.5165175444773449,0.20936605507818049,-9.141360938283155
1000,4.25,1.4900000000003735,0.5045889294506354,0.08095562467617098,-9.162402769797092
1000,4.50,1.5099999942326239,0.5114777968673041,0.0496867091787734,-9.22436026000619
1000,4.75,1.5017686028777126,0.5708946409434131,3.999635386745155,-16.389725289006208
1000,1.00,1.7499999999661828,-4.9730303208761484e-11,0.09999999781444292,-7.000000000820751
1000,1.50,1.7599999923376504,1.6204091810073367,1.3509662674829237,4.245416301372786
1000,1.75,1.7599999999999998,0.26494513134608294,0.33234398707857027,-4.960098103812158
1000,2.00,1.7400000000000002,0.40361201132709307,0.36958960591740714,-5.77818392069431
1000,2.25,1.7400000000000002,0.48044775869968653,0.3979236303439936,-6.531924839874337
1000,2.50,1.7400000000025386,0.485274641185315,-0.28346764128526936,-7.344825446908588
1000,2.75,1.7599999999999998,0.5001988445758538,0.2942369043688384,-8.017830654358445
1000,3.00,1.7599999999999973,0.5101129135493834,0.2816451313846663,-8.326292186375138
1000,3.25,1.7599999999999998,0.5006530063460222,-0.19523443191199982,-8.588016592694068
1000,3.50,1.759999999999998,0.5101423344255025,0.18615335223760554,-8.801277525218003
1000,3.75,1.7599999999999998,0.5059287678208194,-0.15834626838035784,-8.917173260140759
1000,4.00,1.7599999999999998,0.5165576636220901,-0.20980748927218618,-9.132451315426293
1000,4.25,1.7400000000024345,0.5045935417338817,-0.08531230783059864,-9.14535897377581
1000,4.50,1.7400000000046574,0.511471618663148,0.052806030437583265,-9.19873516337151
1000,4.75,1.7512271720777755,0.5709041046304358,3.999589076844011,-16.40910393118688
1000,1.00,2.000000000002891,-3.672528947618048e-11,0.0999999990631859,-7.00000000134217
1000,1.25,1.9957681307812636,0.023792482597915464,0.041943206219870535,-12.168815596561284
1000,1.50,2.0099999465533407,1.644199919511878,1.3620382603829673,4.344299052616982
1000,1.75,2.0099999999999993,0.25836086104621775,0.3600189240528171,-4.989082307129004
1000,2.00,1.9900000000000002,0.40343513732466396,0.38815983852477876,-5.795765649543176
1000,2.25,1.9900000000000002,0.48195706338492966,0.41670681148864175,-6.544815054856538
1000,2.50,1.9900000000000002,0.48705009999237925,-0.30544300926136686,-7.357144605617324
1000,2.75,2.0099999999999993,0.5013950883020449,0.3109930498519156,-8.029700571543199
1000,3.00,2.0099999999999145,0.5114058622889941,0.30160399196021415,-8.337159215427825
1000,3.25,2.0099999999999993,0.5013978384340751,-0.21143482193644625,-8.599352032127163
1000,3.50,1.9900000096934922,0.510828347964556,-0.2007211941755699,-8.809449737728453
1000,3.75,2.0099999999999993,0.5061430518292351,0.1654075190580284,-8.920637592486903
1000,4.00,2.0099999999999976,0.51657828627111,0.20955007180732416,-9.126425538271505
1000,4.25,1.990000000000002,0.5045784615502938,0.08633263137892008,-9.131399278998964
1000,4.50,1.990000000123881,0.511458552635424,0.05307735637664652,-9.175917345906605
1000,4.75,2.001725890308937,0.5709035898175456,3.9989421535824183,-16.423500842456647
1000,1.00,2.25000000000493,5.378678058498565e-11,0.10000000065967175,-6.999999999700692
1000,1.25,2.244777324430613,0.023792482727990737,0.08388436250222914,-12.645572232862962
1000,1.50,2.2599999973429057,1.6565745705817168,1.3677892869200523,4.3906607674017435
1000,1.75,2.2599999999999993,0.2530849135141256,0.37506317610396744,-5.014060248967721
1000,2.00,2.2400000000000007,0.4029804680256659,0.40092941041145436,-5.8108580964124075
1000,2.25,2.240000000000072,0.48300182010707615,0.42995934150580045,-6.555473133004514
1000,2.50,2.2400000000000015,0.4883344072623498,-0.32123968100222366,-7.367345627023036
1000,2.75,2.259999999999965,0.5024190925672959,0.32415610364271114,-8.039184974801582
1000,3.00,2.2599999999999993,0.5123904011139983,-0.3160763208095197,-8.346277516282742
1000,3.25,2.2400000000000033,0.5019666416851324,0.2227347832289637,-8.608215119321098
1000,3.50,2.2400000000000104,0.5114058418672985,-0.21232340530145333,-8.817273493431324
1000,3.75,2.2599999999999993,0.5063285880160779,-0.17084100700018526,-8.924306857969716
1000,4.00,2.259999999999998,0.5165876170006066,0.20899282554690243,-9.12220960533196
1000,4.25,2.2400000000000007,0.5045565416328923,0.08603994526174093,-9.119977196060292
1000,4.50,2.240000000015447,0.5114474577101545,0.05263417183522104,-9.157841509008422
1000,4.75,2.252235369963683,0.5708956377867238,3.9978014307738126,-16.43430029756673
1000,1.00,2.5000000000021725,-9.631814790189708e-11,0.09999999795821067,-7.000000000994787
1000,1.50,2.509996915491576,1.6596913995760088,1.369126973798105,4.393176792761606
1000,1.75,2.5099999999999993,0.24920190904908893,0.385219612977715,-5.033792869265521
1000,2.00,2.4900000000000007,0.40242737424621217,0.41002951469568955,-5.823777713877724
1000,2.25,2.4900000000000007,0.4837561648799315,0.43966913673486846,-6.5643747522864375
1000,2.50,2.4900000000000615,0.4892782772344089,-0.33291324986142135,-7.375910688032921
1000,2.75,2.50999999999977,0.503281032629437,0.3346579627166776,-8.04698151472938
1000,3.00,2.509999999999834,0.5131575926914324,0.3269272824064357,-8.354001782307813
1000,3.25,2.490000000001063,0.5025008703103576,0.23254885096670375,-8.616439679650671
1000,3.50,2.4900000000000038,0.5118485410313224,0.22098772335317712,-8.824169813549494
1000,3.75,2.5099999999999962,0.5064837077965071,0.17504891370607165,-8.927886068424588
1000,4.00,2.5099999998707796,0.516590187475744,0.2083216029076134,-9.11919838871638
1000,4.25,2.509999994429637,0.5045320297332792,-0.08516769815951464,-9.109907411960517
1000,4.50,2.490000000000014,0.5114397991747641,0.05214792313841682,-9.143506316831598
1000,4.75,2.5025795771317036,0.570879837627374,3.996062091990948,-16.44225347806892
500,1.00,1.5099976168732099,0.1711635697014498,0.882669858681062,-5.072312862513338
500,1.50,1.4900374610827003,0.04803503652735752,-8.644218072047153e-05,-6.83738170416494
500,1.75,1.5098139915953965,0.25344709276542526,0.7135753876089753,-4.320742991970575
500,2.00,1.4900000000003102,0.30306742698553074,0.24973934156679828,-5.667523625603408
500,2.25,1.5099999999999998,0.38506138653193955,0.5012283896415838,-6.546139367515645
500,2.50,1.5099999999999998,0.46204891459053593,0.8579465492401968,-7.1522592617403316
500,2.75,1.509999999993356,0.4507762549779259,0.47042488272350236,-7.872659857905365
500,3.00,1.5099999999999998,0.4447716927288649,0.3390847053287571,-8.573384737733306
500,3.25,1.5099999999957023,0.5584820221675362,1.8409609056132976,-8.803923213892764
500,3.50,1.5099999999999998,0.5220128071043592,1.140313761601115,-9.711882006802355
500,3.75,1.5060712148633106,3.1664617189482898,11.019670134021386,12.434001889084309
500,4.25,1.4900000000000004,0.5075104887960813,0.6697870926201925,-9.821144716532391
500,4.75,1.4900000755178973,0.5067001743532945,0.5335168473806509,-9.754908614633676
500,5.00,1.509999981663556,0.4973933434809317,0.6006493511614514,-10.600305513551588
500,1.00,1.7599988940778069,0.16529379725144414,0.860521916173789,-5.1555816943882435
500,1.50,1.7400000000000002,0.042509291429131284,-0.1463192740525073,-7.431499468426987
500,1.75,1.7599828141810065,0.2490218872137396,0.7204022830011665,-4.373705062186028
500,2.00,1.7400000000000002,0.30327157851283804,0.275726716096816,-5.689816584971487
500,2.25,1.7599999999999998,0.38648453984873316,0.5216958828194076,-6.560718209055344
500,2.50,1.7599999999999998,0.4613226310490237,0.8654328675154435,-7.179758433665851
500,2.75,1.7599999712498915,0.4527390311127127,-0.49826727019591405,-7.8879903967055585
500,3.00,1.7599999999999998,0.44502757653480157,0.3479511910166264,-8.585921150727494
500,3.25,1.759999999997492,0.5588424846580367,1.849914509504566,-8.82249376391609
500,3.50,1.7599999999482343,0.5220738209820188,1.139792230981538,-9.721529334670166
500,3.75,1.7561943997394263,3.1650965229231667,11.021462563171148,12.403894989976884
500,4.25,1.7400000000001992,0.5074424450937552,0.6655456465905829,-9.820973903531605
500,4.75,1.740000000070999,0.5066508809695931,0.5292745113932531,-9.75036411046204
