size,n,t0,V0,n_tau,r2_score
600,1.5,2.549152863842204e-06,5.000009999999999,1.5099999999999998,0.17590123145982384
600,1.75,1.5269476854480835e-05,5.000009999999999,1.7599999999999998,0.7675176171381679
600,2.0,1.0417240453295992e-06,5.000009999999999,2.0099999999999993,0.2704470451359138
600,2.25,4.605277639750801e-07,5.000009999999999,2.2599999999999993,0.3083833760709551
600,2.5,1.1700514192856061e-07,5.000009999999999,2.509999999999996,0.36112080942241587
30000,1.5,0.00016088449811611652,4.999990000086494,1.4900000001274971,0.2837461475391361
30000,1.75,0.00010394792945580881,4.999990000000005,1.7400000000821745,-1.5230071405942653
30000,2.0,5.8983853252144545e-05,4.999990000000141,1.9900000000035136,-5.604090446284923
30000,2.25,2.9588668040304178e-05,4.999990000000142,2.2400000000052556,-13.8259362960748
30000,2.5,1.2712259017802826e-05,4.999990000000007,2.4900000001055176,-29.405932800284322
20000,1.5,0.00010441364892081464,4.99999000000042,1.4900000000230347,0.8429303509564282
20000,1.75,6.5700987559665e-05,4.999990000000691,1.740000000001984,0.21235099359712495
20000,2.0,3.7339768524042896e-05,4.999990000000858,1.9900000000085145,-1.4204585817829645
20000,2.25,1.8741023303488936e-05,4.999990000000399,2.2400000000040197,-4.907082049382711
20000,2.5,8.052526970475645e-06,4.999990000000146,2.490000000208451,-11.73989808810654
1000,1.5,3.468479997022529e-05,5.000009999999999,1.5099999999999998,0.9526132236903896
1000,1.75,2.249630701282311e-05,4.999990000000276,1.740000000021467,0.9829559986700874
1000,2.0,1.2788482834515256e-05,4.9999900000006035,1.9900000000032225,0.7392724112688428
1000,2.25,6.420449192653075e-06,4.999990000000002,2.240000000095009,-0.08367407524020898
1000,2.5,2.7596556535302756e-06,4.999990000000001,2.4900000000000007,-2.0142950839702194
500,1.5,0.0002797839985341412,4.999990000046955,1.490000000150129,-0.0509665760836191
500,1.75,0.00016750606787945896,4.999990000000004,1.7400000000457627,-0.08461532297490759
500,2.0,0.003042460640448344,4.999990000000223,1.9900000000030562,-0.12430739420708714
500,2.25,4.245767544906466e-05,4.999990000032591,2.24000000021954,-0.23692232008461778
500,2.5,0.0006487771236196144,4.999990000000125,2.4900000000014932,-0.25263334432914863
10000,1.5,6.912656292272501e-05,4.999990000111346,1.4900000000024638,0.9807529384613136
10000,1.75,4.18763287218159e-05,4.999990000069897,1.7400000001938396,0.7190980095298258
10000,2.0,2.473037740674518e-05,4.999990000000001,1.9900000000000002,-0.10243715353682048
10000,2.25,1.2403342712019064e-05,4.999990000000001,2.2400000000000007,-2.095801415457446
10000,2.5,5.32893164153013e-06,4.999990000005356,2.490000000020403,-6.1935723923613875
5000,1.5,4.515721662523919e-05,5.000009999999999,1.5099999999999998,0.991983402891548
5000,1.75,2.922048049952177e-05,4.99999000000016,1.740000000002229,0.8980679184962685
5000,2.0,1.658093653700503e-05,4.999990000000103,1.9900000000014186,0.3745854084885044
5000,2.25,8.316487225290681e-06,4.999990000000001,2.2400000000000007,-0.9914344682182452
5000,2.5,3.571690607928026e-06,4.999990000000001,2.4900000000000007,-3.927671732877445
800,1.5,6.287503107976358e-05,5.000009999999999,1.5099999999999925,0.6731672342270736
800,1.75,4.06558454572222e-05,4.9999900000697695,1.740000000002291,0.5869028918125792
800,2.0,3.4585824946338706e-05,4.999990000000001,1.9900000000000002,0.5418403875498092
800,2.25,2.402914405094747e-05,4.999990000000005,2.2400000000166096,0.46386099078552834
800,2.5,1.4999035453795884e-05,4.999990000000007,2.49000000024567,0.20792429412821234
