size,n,t0,V0,n_tau,r2_score
600,1.5,5.562145341661325e-09,221.4727504457406,0.4698852415756431,0.07189658574695412
600,1.75,0.00012701855832932763,5.64840146020359e-06,1.1337240642051125,-2.0308587478368167e-08
600,2.0,3.0360834016488906e-09,1201.814036713871,0.3557942356971156,0.03692947734436802
600,2.25,2.7082316463853427e-09,592.4249869215037,0.40357048594240164,0.049457519475550105
600,2.5,2.6719699532502497e-09,241.44533316272674,0.48102748011813146,0.07012466592359257
30000,1.5,2.4745486769420176e-05,55.21895953198698,0.501784579199167,0.8808737804336396
20000,1.5,0.00012658163182476328,5.164088271937191,1.2487576301079306,0.938429934119418
20000,1.75,0.00011098193768156159,5.60370020469932,1.1876916527426358,0.9383912262790595
20000,2.0,0.00010276464072557074,5.872596421943278,1.1547846082035487,0.9378385695797173
20000,2.25,9.694362386861527e-05,6.08577076568772,1.1307607215290436,0.9370666134195496
20000,2.5,9.325400389139132e-05,6.227741389341591,1.1155078871910713,0.9358674851607794
1000,1.5,3.4160346180757605e-09,652.9413993764223,0.44913836873888485,0.4072917310582631
1000,1.75,3.1379908437589886e-09,671.5467683626471,0.4481933613302821,0.4041211804323528
1000,2.0,3.2828341837193712e-09,5596.711992511865,0.3188336817419425,0.20006687406274581
1000,2.25,5.303171142189671e-09,4395.570163391056,0.323318872909221,0.1855179427831145
1000,2.5,4.9771311589461305e-09,518.6684650914002,0.4630583810845471,0.39802667349627163
500,2.0,0.009300257287246348,0.00021229503508425526,2.5478477577969634,-9.185985305748545e-13
500,2.5,0.019792127861026545,0.0005104892554711263,3.084314225239908,-2.5157653738006047e-13
10000,1.5,0.0002956191794777514,1.7050650207538858,3.9999999999999307,0.2541828451624767
10000,1.75,0.00028845757110862436,1.7118655057830694,3.9999999999999996,0.2757274026269676
10000,2.0,0.0002862697536079823,1.719743320342523,3.9999999999998814,0.3000344374770323
10000,2.25,0.0002815720872419492,1.7153165157354706,3.9999999999999996,0.28817809340081124
10000,2.5,0.0003134042892070327,1.7304225875165682,3.999999999997131,0.3139515129921252
5000,2.0,2.870279507301427e-06,27.41797428024314,0.7317618776476635,0.9774885073824161
5000,2.25,2.183472629969405e-06,33.56781352375048,0.6922792704422035,0.9749021391707365
800,2.0,4.7834462203737425e-05,4.8130835156334255,1.9221812180814393,0.6110592462568981
800,2.25,3.6417471896893103e-05,5.642424910020188,1.6453495635959035,0.686316673766432
800,2.5,4.311663321864649e-05,5.000317417206623,1.8565457734910966,0.6918994347573806
