size,voltage,n,A,omega,log_tlorentz,r2_score
1000,1.00,0.49999999999087524,1.3700993117815585e-10,0.1000000001002704,-7.000000001273371,-inf
1000,1.00,0.6000000000106264,1.3595236048047354e-11,0.10000000081183136,-7.000000000379135,-inf
1000,1.00,0.7000000000294743,-9.01966279442945e-11,0.10000000135740116,-7.000000001227966,-inf
1000,1.00,0.8000000000101389,7.476644303672231e-11,0.09999999937623535,-7.0000000020475275,-inf
1000,1.00,0.9000000002245808,2.1544327433176136e-10,0.10000000453699108,-6.999999998047403,-inf
1000,1.00,1.0000000004065652,1.8635862297777805e-10,0.10000000165640584,-6.999999999297496,-inf
1000,1.00,1.1000000000683892,1.0339757656912846e-25,0.10000000148550028,-6.999999998971255,-inf
1000,1.00,1.2000000000640483,-5.169878828456423e-26,0.10000000142494396,-6.999999998828025,-inf
1000,1.00,1.3000000000941954,1.6453011175698862e-10,0.10000000291226603,-6.999999999083708,-inf
1000,1.00,1.4000000000458008,3.618915179919496e-25,0.1000000020777918,-6.99999999837866,-inf
1000,1.00,1.5000000000398939,5.169878828456423e-26,0.10000000131864974,-6.999999999030208,-inf
1000,1.00,1.6000000000507102,0.0,0.10000000277953881,-6.9999999987422585,
1000,1.00,1.7000000000154722,-1.0339757656912846e-25,0.10000000223187765,-6.999999999235151,-inf
1000,1.00,1.8000000000269476,2.5658561386698864e-10,0.0999999997278319,-6.999999999111734,-inf
1000,1.00,1.9000000000223651,0.0,0.10000000014503975,-7.000000000075616,
1000,1.00,2.000000000014421,-1.0339757656912846e-25,0.10000000018342939,-7.000000000117196,-inf
1000,1.00,2.100000000015254,5.169878828456423e-26,0.10000000038778888,-6.999999999481658,-inf
1000,1.00,2.200000000012126,1.0339757656912846e-25,0.10000000019273028,-6.999999999892562,-inf
1000,1.00,2.3000000000048884,0.0,0.10000000028169329,-6.999999999238943,
1000,1.00,2.4000000000112256,1.550963648536927e-25,0.10000000005409503,-6.9999999999418945,-inf
1000,1.00,2.5000000000044555,-1.550963648536927e-25,0.09999999894293853,-7.000000000313449,-inf
1000,1.25,0.7953591492925526,0.02379248262884257,0.28929320451789275,-13.612464231276409,8.881784197001252e-16
1000,1.25,1.1947279864673412,0.023792482676067934,-0.09056569136698833,-13.79787834744889,0.0
1000,1.25,1.2945240212643034,0.02379248261436683,-0.250005644771239,-13.393958117894547,0.0
1000,1.25,1.393957942188701,0.023792482557178703,0.423880838577013,-15.499000118121133,1.1102230246251565e-16
1000,1.25,1.8974901995189029,0.023792482557617657,0.49608072145128523,-14.553061640362213,2.6851854073584036e-12
1000,1.25,1.995768133495489,0.023792482443797704,0.041943541870676296,-12.168815159261827,-2.220446049250313e-16
1000,1.25,2.091457997311558,0.023792482555542126,-0.32692972753358146,-12.995153933462285,0.0
1000,1.25,2.295377590553499,0.02379248272476279,-0.2745501046961401,-13.724710916536543,0.0
1000,1.50,0.49000000000000005,0.048326425044385904,1.2035995365514718,-4.854518899198238,0.2817217223377132
1000,1.50,0.5900000000000001,0.050104244149265384,1.3372430640779724,-4.821589501673718,0.28083311233990493
1000,1.50,0.7099999993704516,1.1229809751620705,1.1320646566678831,2.0810837794979693,0.28965504188943114
1000,1.50,0.8099999999999307,1.230190422157838,1.175451657545864,2.524472077075478,0.28982732946987455
1000,1.50,0.9099999995212844,1.3203394461602218,1.2142895997687522,2.9166547002731447,0.2899404591111301
1000,1.50,1.0099999999876936,1.3920936483819406,1.2461552402369107,3.2345695116513378,0.29001483106629133
1000,1.50,1.109999999907022,1.4482009142945462,1.2714946067942476,3.484485720900799,0.29006425231843425
1000,1.50,1.2099999999078526,1.4925744360236117,1.291763257729903,3.682408101844186,0.2900975473948493
1000,1.50,1.3099999977471954,1.5275861395812413,1.3078598002048505,3.8379506129656087,0.29012027400374574
1000,1.50,1.4099999986399785,1.5559138014770415,1.3209619477245618,3.963445887681886,0.2901359623414731
1000,1.50,1.5099999796151702,1.5786479148355517,1.3314979276132097,4.063293604238291,0.2901468662290344
1000,1.50,1.6099999969395653,1.5980217202815963,1.3405310169791822,4.148495017093547,0.29015444109753796
1000,1.50,1.7099999997328184,1.613976558603576,1.3479797886739397,4.2180528337133945,0.2901596523488198
1000,1.50,1.8099999988223847,1.6267520215757616,1.3539369562587524,4.2727977331026805,0.29016317069200914
1000,1.50,1.909999999739939,1.6370836554791734,1.3587586061038948,4.316332569444841,0.29016548186007696
1000,1.50,2.009999946178541,1.644184613577317,1.3620305538914899,4.3442181598478316,0.2901669452885105
1000,1.50,2.109999999179522,1.6508095824225375,1.3651353737600938,4.370860905064199,0.29016783148383307
1000,1.50,2.209999319005577,1.6541172174085235,1.3666224667746505,4.380998269482567,0.29016833507455475
1000,1.50,2.3099972310257053,1.6568415867354802,1.3678617260624188,4.388942846459167,0.29016859971319897
1000,1.50,2.4099981163331052,1.659192582490962,1.3689466327964597,4.395641517223901,0.2901687227133717
1000,1.50,2.50999707834793,1.6596708191326037,1.369116674075774,4.393068567790431,0.2901687655594075
1000,1.75,0.7900000118044851,0.6411876567495796,3.879542374460288e-05,-4.270737043617766,0.8813830541809735
1000,1.75,0.8900000170275694,0.3000450478396752,7.242506820375846e-05,-4.816819643272078,0.8809965559863973
1000,1.75,0.9900000000000062,0.2672845514171497,0.10174798218903872,-4.904589596227981,0.8802606858537738
1000,1.75,1.1099913468247287,0.3100401561481742,0.1968040361056781,-4.8046611267976465,0.8794971081039226
1000,1.75,1.21,0.3099551044285505,0.23647342935063478,-4.812327232914566,0.8798274890899773
1000,1.75,1.3099999999999998,0.2960402226942989,0.2585958302238797,-4.853647131875769,0.8803956180639502
1000,1.75,1.4099999999999997,0.2843114020584066,0.27632436631926854,-4.890214743994348,0.880996799352917
1000,1.75,1.5099999999999998,0.27610280491855743,0.2931651588918575,-4.917693436524884,0.8815883546505314
1000,1.75,1.6099999999999999,0.27068500378879834,0.31007985730306464,-4.937371384987348,0.8821843422136915
1000,1.75,1.71,0.26671205594100633,0.32555024144716654,-4.952932402850163,0.8827860969102284
1000,1.75,1.8099999999999998,0.2632925474533875,0.3386883177529231,-4.966907174207868,0.883370873371049
1000,1.75,1.91,0.26073399872688013,0.35054678964152564,-4.978261618745345,0.8839261771531401
1000,1.75,2.0099999999999993,0.2583608602378116,0.36001892283171677,-4.989082309603686,0.88444648961739
1000,1.75,2.1099999999999994,0.25600719081249335,0.36695740718965736,-4.999890137316375,0.8849169401279965
1000,1.75,2.2099999999999995,0.25400846054866133,0.3725609259154937,-5.009536513613295,0.8853326864793746
1000,1.75,2.309999999999999,0.2522148551651888,0.37740172423436,-5.018375291788112,0.8856984800966292
1000,1.75,2.4099999999999997,0.2505965309514707,0.3815970398016101,-5.026504323459747,0.8860207651397949
1000,1.75,2.5099999999999993,0.24920190619878038,0.3852196124063946,-5.03379287785573,0.886304883072934
1000,2.00,0.5099999999585102,0.6088496002701304,-1.012085004797615e-05,-5.016779628284011,0.9554968425941571
1000,2.00,0.6099999998706964,0.4467161968296153,1.5092845713084555e-05,-5.469007011288825,0.9665659533165732
1000,2.00,0.7099999999999999,0.40227828877741684,-0.059478535493559165,-5.633490922098029,0.9716084883172343
1000,2.00,0.809999609547146,0.3967960790409573,-0.13462827715624404,-5.674859002427388,0.9730031514184511
1000,2.00,0.8900000000000001,0.3946792249921773,-0.1712044416148307,-5.698272069550939,0.9727711764133542
1000,2.00,0.990000000000001,0.3965629220444645,0.2166466933075637,-5.711430901438664,0.9718336752179094
1000,2.00,1.0900000000000003,0.3990864358210073,0.25472133334891245,-5.720467538176617,0.9707443024802355
1000,2.00,1.1900000000001059,0.40077340033297637,0.28401274152422157,-5.730074815184655,0.9696566567757582
1000,2.00,1.2900000000000003,0.4019262656965769,0.30728054958636897,-5.739623295738667,0.9686126678134324
1000,2.00,1.3900000000000001,0.40269797538757707,0.32609081843450455,-5.748894065245026,0.9676349845469757
1000,2.00,1.4900000000000002,0.40317671578848285,0.34146251070522166,-5.757829246095587,0.9667313698484357
1000,2.00,1.5900000000000003,0.4034540518297628,0.3542053648143227,-5.766322874106417,0.9659027492618034
1000,2.00,1.6900000000000004,0.4035875155270299,0.3648894052893259,-5.774345918948723,0.9651465692824273
1000,2.00,1.7900000000000003,0.40361005241710984,0.3739138029133226,-5.781921290808801,0.9644583319377135
1000,2.00,1.8900000000000003,0.40355244686212194,0.3815891471962458,-5.789053035298155,0.9638325713202869
1000,2.00,1.9900000000000002,0.403435138203641,0.3881598440957579,-5.795765648255533,0.9632636195799117
1000,2.00,2.0900000000000007,0.40327544599349147,0.3938206481518477,-5.802078340915945,0.9627459954288773
1000,2.00,2.190000000000001,0.4030865526675934,0.3987262809344062,-5.808012072015676,0.9622745720891418
1000,2.00,2.2900000000000005,0.4028741508728633,0.4029938543144197,-5.813604520361389,0.9618446487786956
1000,2.00,2.390000000000001,0.40265367153892495,0.40673618002009415,-5.81884837507088,0.9614519689491035
1000,2.00,2.4900000000000007,0.40242737651983224,0.41002952270276044,-5.8237777075304775,0.9610927097960212
1000,2.25,0.5099999992533802,0.48300064091911105,1.3541287696202017e-06,-6.2849525095519265,0.9777921204023411
1000,2.25,0.6099999983433932,0.4658744249840148,2.724969467771247e-06,-6.386462435583481,0.9907407057694307
1000,2.25,0.7099999999999999,0.4596462247280534,0.08418653303683284,-6.435158725836875,0.994761399229574
1000,2.25,0.8099999999999999,0.4616181633507814,-0.16029727063297292,-6.454775302107612,0.9957493069691821
1000,2.25,0.8900000000000003,0.46403671815950287,-0.20320404650820048,-6.466004063435696,0.9958917968673814
1000,2.25,0.9900000000000003,0.46747367901433917,0.24786685686409776,-6.47649605703879,0.9957659032268737
1000,2.25,1.0900000000000003,0.4706992731423051,0.28451937733067945,-6.485164111247349,0.9955516691175086
1000,2.25,1.190000000000006,0.473253228663751,0.3133146908463813,-6.493529555796411,0.9953214638352406
1000,2.25,1.2900000000000003,0.475255772272463,0.33621074706024207,-6.501570740035619,0.9950913263916853
1000,2.25,1.3900000000000001,0.47684924649841454,0.3547360478309975,-6.509173673645489,0.9948692656694291
1000,2.25,1.490000000000011,0.47813588900086185,0.3699432110957546,-6.5162880733531505,0.994659342741032
1000,2.25,1.5900000000000007,0.4791900654584793,0.38258953886958674,-6.5229024793684465,0.9944633423681567
1000,2.25,1.6900000000000004,0.48006489407962427,0.3932262573005015,-6.529033054342595,0.9942817639690295
1000,2.25,1.7900000000000003,0.48079959676647893,0.4022638309203335,-6.534706298275236,0.9941143741791743
1000,2.25,1.8900000000000008,0.48142271696305594,0.41001065734952613,-6.539957040927137,0.993960532170479
1000,2.25,1.9900000000000002,0.48195706357301504,0.416706812580178,-6.5448150544257295,0.9938193864863968
1000,2.25,2.0900000000000007,0.4824185887459661,0.42253494748477477,-6.549317430208521,0.9936899950802293
1000,2.25,2.1900000000000253,0.48282020818627835,0.4276404293349734,-6.553496018210384,0.9935713979997535
1000,2.25,2.2900000000000005,0.48317157477711475,0.43213783687850527,-6.557382574818194,0.9934626603330574
1000,2.25,2.390000000000001,0.48348151014946594,0.4361223776366784,-6.561000208733195,0.9933628963654426
1000,2.25,2.4900000000000007,0.4837561647727472,0.43966913631306836,-6.56437475237144,0.9932712818937007
1000,2.50,0.50999999720852,0.4972322852932144,-7.655707620519137e-06,-7.086494977926121,0.9444856981585001
1000,2.50,0.6099999977466076,0.48747582401369927,7.265460357320579e-06,-7.165723685322719,0.965707139482658
1000,2.50,0.7099999980620119,0.48098612997625895,-1.7914165091999318e-05,-7.218022117270083,0.9776119186258323
1000,2.50,0.8099999999999999,0.4770141206547815,0.04373523542084199,-7.251609684764861,0.983292306735667
1000,2.50,0.9099999999999999,0.47671993809688545,0.10201093836878625,-7.2698561485930675,0.9858759187830881
1000,2.50,1.0099999999999882,0.47729744494144927,0.1408477278091266,-7.28407688410966,0.9871504753323666
1000,2.50,1.1099999999999999,0.47851971159572393,0.17418465555800888,-7.29568012769457,0.9878445150058823
1000,2.50,1.2099999999999944,0.4797618087677085,-0.20065877511249866,-7.306076252456438,0.9882597788742582
1000,2.50,1.3099999999999794,0.4809184406250139,-0.22191949802067035,-7.315384692275984,0.9884921753076795
1000,2.50,1.409999999993503,0.48203571153316294,-0.23981194676624198,-7.323593038965676,0.9886031302087717
1000,2.50,1.5099999999960052,0.48310971661957913,-0.2552432758991521,-7.330839657973774,0.9886384448034332
1000,2.50,1.5900000000000025,0.483918513692293,-0.26611096513222277,-7.336071957261202,0.9886329810949492
1000,2.50,1.6900000000000004,0.4848475101027089,-0.27808422047666137,-7.342041713747093,0.9886002886196622
1000,2.50,1.7900000000000906,0.4856766704759637,-0.2884875966357097,-7.347491837557038,0.9885499640583832
1000,2.50,1.8900000000000003,0.48640804589451825,-0.2975409941477142,-7.352506951804679,0.9884893864762967
1000,2.50,1.9900000000000002,0.4870500996604431,-0.3054430072896257,-7.357144606131066,0.9884231149275294
1000,2.50,2.0900000000000007,0.48761353205950136,-0.3123677217032216,-7.361447422657103,0.9883540542538432
1000,2.50,2.1900000000000026,0.48810904323375803,-0.31846325483197235,-7.365448930610493,0.9882841040536005
1000,2.50,2.290000000000007,0.4885462790010584,-0.3238534422982156,-7.36917744994555,0.988214527445977
1000,2.50,2.3900000000000388,0.48893362361559606,-0.3286414443492418,-7.372657568908299,0.9881461689131738
1000,2.50,2.4900000000000615,0.48927827718651,-0.3329132500312115,-7.375910688833394,0.9880795888412877
1000,2.75,0.5099999980611242,0.5024966174649858,-1.6307139111621675e-05,-7.825087574330293,0.9563431856311828
1000,2.75,0.6099999976367887,0.49726384638514215,-1.5490704813174264e-05,-7.865016383747556,0.9732411567838672
1000,2.75,0.7099999999999999,0.4937152203883243,0.04948498941895917,-7.899900789858963,0.9808880331153196
1000,2.75,0.8099999999999999,0.49303750607532715,-0.10576859342068441,-7.922369719208471,0.9848850492606434
1000,2.75,0.9099999999999715,0.4934662865860223,-0.14759098707039822,-7.940179326363232,0.987477621369997
1000,2.75,1.0099999999999998,0.49446941041011033,0.18220651291828002,-7.954690988113806,0.9894140227829693
1000,2.75,1.1099999999999999,0.4955086971850621,0.20874870955623362,-7.967026677869535,0.9908964500297286
1000,2.75,1.21,0.49647036289590507,0.2295816994335133,-7.977667648170672,0.9920147002220481
1000,2.75,1.3099999999997582,0.4973312744279019,0.2463780945006405,-7.986978485795408,0.9928526373023432
