Setup title	IV_measR
test date	24.10.2024
test time	11:37:04
Device ID	_ID161ZR15000
Count	55
Pulse amplitude	1.750000
Pulse width	0.002000000
Measurement parameters
groundSMU,sweepSMU,IntegrationMode,IntegrationFactor,MeasRange,startVolage,endVoltage,groundVoltage,nPoints,compliance,measName,
SMU2,SMU3,PLC,4,0.000000,-0.100000,0.100000,0.000000,4,0.100000,2em3s,
Measurement Data
Index, Bias, SMU3 I (nA), SMU3 R (Mohm)
 0, -0.100000, -1.991180000000, 50.221477
 1, -0.033325, -0.500760000000, 66.548846
 2, 0.033325, 0.473990000000, 70.307390
 3, 0.100000, 1.651970000000, 60.533787
